code,open,name,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
FTI,31.36,FMC Technologies Inc,85.107439,1.078266,0.363423,110000000.00000001_-30.75%_2961000000.0_-22.99%,91400000.0_701.32%_3125000000.0_-7.76%,-127000000.0_17.74%_3683000000.0_79.86%,118000000.0_-60.92%_4140999999.9999995_74.30%,110000000.00000001,-30.75%,2961000000.0,-22.99%,91400000.0,701.32%,3125000000.0,-7.76%,-127000000.0,17.74%,3683000000.0,79.86%,118000000.0,-60.92%,4140999999.9999995,74.30%
RWX,38.89,SPDR DJ International Real Estat,217.878339,0.0,0.17854,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXS,34.6,BancorpSouth银行,17.699398000000002,1.633674,1.937919,54046000.0_42.64%_0_0,53491000.0_40.42%_0_0,37523000.0_-0.39%_0_0,39528000.0_4.52%_0_0,54046000.0,42.64%,0,0,53491000.0,40.42%,0,0,37523000.0,-0.39%,0,0,39528000.0,4.52%,0,0
RYI,11.55,Ryerson Holding,14.2948,22.636842,0.793995,"17400000.0_2,075.00%_1057000000.0_20.76%",10600000.0_-29.33%_941000000.0_15.57%,300000.0_103.57%_811000000.0_18.82%,1900000.0_-77.38%_864000000.0_17.56%,17400000.0,"2,075.00%",1057000000.0,20.76%,10600000.0,-29.33%,941000000.0,15.57%,300000.0,103.57%,811000000.0,18.82%,1900000.0,-77.38%,864000000.0,17.56%
TLP,38.6708,Transmontaigne Partners,22.177849,2.074518,1.73777,9460000.0_-34.66%_55344000.0_22.00%,12174000.0_-6.02%_56444000.0_25.85%,10095000.0_-23.53%_47609000.0_11.96%,10966000.0_-7.73%_45449000.0_11.84%,9460000.0,-34.66%,55344000.0,22.00%,12174000.0,-6.02%,56444000.0,25.85%,10095000.0,-23.53%,47609000.0,11.96%,10966000.0,-7.73%,45449000.0,11.84%
IBP,45.4,"Installed Building Products, Inc.",31.344077000000002,6.650085000000001,1.443654,16315000.0_36.26%_333000000.0_17.86%,6394000.0_0.47%_302000000.0_18.02%,10793000.0_-2.60%_300000000.0_28.16%,12010000.0_3.99%_295000000.0_30.97%,16315000.0,36.26%,333000000.0,17.86%,6394000.0,0.47%,302000000.0,18.02%,10793000.0,-2.60%,300000000.0,28.16%,12010000.0,3.99%,295000000.0,30.97%
CSLT,2.85,"Castlight Health, inc.",0.0,1.993385,-0.41998199999999997,-13958000.0_-12.76%_37784000.0_15.79%,-14444000.0_-0.49%_36479000.0_31.68%,-8558000.0_5.94%_37013000.0_23.80%,-18487000.0_-62.12%_34572000.0_35.57%,-13958000.0,-12.76%,37784000.0,15.79%,-14444000.0,-0.49%,36479000.0,31.68%,-8558000.0,5.94%,37013000.0,23.80%,-18487000.0,-62.12%,34572000.0,35.57%
WBAI,11.38,500彩票网,0.0,2.1868540000000003,-1.2013459999999998,-54365000.0_-9.33%_30394000.0_57.36%,"-60534000.0_4.06%_38426000.0_1,001.98%","-134000000.00000001_-1,325.30%_50397000.0_574.75%",-71956000.0_4.40%_43175000.0_0,-54365000.0,-9.33%,30394000.0,57.36%,-60534000.0,4.06%,38426000.0,"1,001.98%",-134000000.00000001,"-1,325.30%",50397000.0,574.75%,-71956000.0,4.40%,43175000.0,0
PVTL,19.86,Pivotal Software,264.329885,4.109566,0.074547,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JBN,8.769,Select Asset Inc CorTS for J.C.,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNY,43.62,赛诺菲安万特,21.815720000000002,0.843075,2.005893,790000000.0_-25.33%_8176000000.000001_-5.76%,1044999999.9999999_-81.78%_7898000000.0_-8.67%,159000000.0_-80.39%_8691000000.0_-1.98%,1594000000.0_-6.40%_9053000000.0_0.28%,790000000.0,-25.33%,8176000000.000001,-5.76%,1044999999.9999999,-81.78%,7898000000.0,-8.67%,159000000.0,-80.39%,8691000000.0,-1.98%,1594000000.0,-6.40%,9053000000.0,0.28%
MCC,3.95,Medley Capital Corp,0.0,0.610607,-1.8273080000000002,-26665900.0_-989.28%_812700.0_-56.55%,-28778600.0_-134.96%_495500.0_-67.79%,-31944000.0_-605.00%_1848800.0_29.85%,-12152700.0_-276.47%_1787800.0_-10.78%,-26665900.0,-989.28%,812700.0,-56.55%,-28778600.0,-134.96%,495500.0,-67.79%,-31944000.0,-605.00%,1848800.0,29.85%,-12152700.0,-276.47%,1787800.0,-10.78%
WBS,62.16,Webster Financial Corp,19.674255,2.169409,3.128454,81682000.0_32.65%_0_0,80225000.0_34.90%_0_0,69893000.0_21.22%_0_0,64496000.0_24.47%_0_0,81682000.0,32.65%,0,0,80225000.0,34.90%,0,0,69893000.0,21.22%,0,0,64496000.0,24.47%,0,0
BOOT,28.26,Boot Barn Holdings Inc.,21.58235,3.452685,1.295503,6761000.0_770.14%_162000000.0_16.22%,6855000.0_164.88%_171000000.0_4.76%,20149000.0_91.77%_225000000.0_12.69%,1098000.0_129.23%_143000000.0_6.79%,6761000.0,770.14%,162000000.0,16.22%,6855000.0,164.88%,171000000.0,4.76%,20149000.0,91.77%,225000000.0,12.69%,1098000.0,129.23%,143000000.0,6.79%
CTS,36.7,CTS Corp,81.46006700000001,3.304065,0.445924,7209000.0_-27.66%_118000000.0_11.67%,11548000.0_36.12%_113999999.99999999_13.36%,-13621000.0_-263.91%_111000000.00000001_9.18%,9619000.0_158.58%_106000000.0_6.57%,7209000.0,-27.66%,118000000.0,11.67%,11548000.0,36.12%,113999999.99999999,13.36%,-13621000.0,-263.91%,111000000.00000001,9.18%,9619000.0,158.58%,106000000.0,6.57%
AM,30.47,美国贺卡公司,21.827136,3.7138120000000003,1.38085,109000000.00000001_25.57%_250000000.0_29.22%,108000000.0_43.97%_229999999.99999997_31.37%,64155000.0_-12.54%_210000000.0_29.04%,80893000.0_14.70%_194000000.0_28.68%,109000000.00000001,25.57%,250000000.0,29.22%,108000000.0,43.97%,229999999.99999997,31.37%,64155000.0,-12.54%,210000000.0,29.04%,80893000.0,14.70%,194000000.0,28.68%
NIQ,12.29,Nuveenn Intermediate Duration Qu,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNK,29.75,Mallinckrodt plc,1.702662,0.37907199999999996,17.322874,15600000.0_-75.16%_632000000.0_5.27%,-18000000.0_-104.51%_573000000.0_2.25%,"1609000000.0_1,150.07%_792000000.0_-4.53%",63700000.0_-44.61%_794000000.0_-10.52%,15600000.0,-75.16%,632000000.0,5.27%,-18000000.0,-104.51%,573000000.0,2.25%,1609000000.0,"1,150.07%",792000000.0,-4.53%,63700000.0,-44.61%,794000000.0,-10.52%
HCC,26.48,Warrior Met Coal LLC,2.845485,4.388164,9.198293,91312000.0_-29.69%_315000000.0_-10.44%,179000000.0_64.99%_413000000.0_71.28%,97156000.0_185.48%_229000000.0_55.94%,120000000.0_455.86%_303000000.0_582.41%,91312000.0,-29.69%,315000000.0,-10.44%,179000000.0,64.99%,413000000.0,71.28%,97156000.0,185.48%,229000000.0,55.94%,120000000.0,455.86%,303000000.0,582.41%
KDMN,3.36,Kadmon Holdings LLC,0.0,3.8454629999999996,-0.61475,21505000.0_196.37%_359000.0_-87.86%,-20441000.0_-16.36%_433000.0_-92.22%,-18190000.0_14.94%_1464000.0_-65.77%,-21703000.0_81.48%_2277000.0_-60.02%,21505000.0,196.37%,359000.0,-87.86%,-20441000.0,-16.36%,433000.0,-92.22%,-18190000.0,14.94%,1464000.0,-65.77%,-21703000.0,81.48%,2277000.0,-60.02%
ITGR,83.95,Integer Holdings Corporation,27.221854999999998,2.907341,3.047184,20022000.0_569.63%_314000000.0_11.94%,8118000.0_287.09%_292000000.0_9.63%,54338000.0_584.96%_390000000.0_8.59%,13690000.0_19.48%_363000000.0_4.83%,20022000.0,569.63%,314000000.0,11.94%,8118000.0,287.09%,292000000.0,9.63%,54338000.0,584.96%,390000000.0,8.59%,13690000.0,19.48%,363000000.0,4.83%
ITB,37.17,房屋建筑指数ETF-iShares Dow Jones,23.206923,0.0,1.59112,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEE,42.06,希悦尔,11.853972,-17.796026,3.520339,113999999.99999999_9.89%_1155000000.0_7.93%,-200999999.99999997_-364.35%_1131000000.0_9.57%,-33500000.0_-119.58%_1228000000.0_11.48%,787000000.0_382.18%_1131000000.0_6.22%,113999999.99999999,9.89%,1155000000.0,7.93%,-200999999.99999997,-364.35%,1131000000.0,9.57%,-33500000.0,-119.58%,1228000000.0,11.48%,787000000.0,382.18%,1131000000.0,6.22%
MFO,25.56,"MFA Financial, Inc.",33.71405,2.962393,0.757696,70395000.0_-11.93%_0_0,83395000.0_6.83%_0_0,101000000.0_38.49%_0_0,63805000.0_-23.14%_0_0,70395000.0,-11.93%,0,0,83395000.0,6.83%,0,0,101000000.0,38.49%,0,0,63805000.0,-23.14%,0,0
ETH,22.15,伊森艾伦室内装饰,16.413183,1.5106030000000001,1.3312469999999998,11478000.0_-1.75%_206000000.0_5.47%,2616000.0_14.64%_181000000.0_0.51%,14862000.0_38.90%_198000000.0_1.96%,7415000.0_-35.68%_181000000.0_-6.20%,11478000.0,-1.75%,206000000.0,5.47%,2616000.0,14.64%,181000000.0,0.51%,14862000.0,38.90%,198000000.0,1.96%,7415000.0,-35.68%,181000000.0,-6.20%
BFR,12.21,BBVA Banco Frances S.A.,9.360406,0.196213,1.283064,2154000000.0_114.30%_0_0,1566000000.0_184.73%_0_0,1448000000.0_143.91%_0_0,1154000000.0_20.71%_0_0,2154000000.0,114.30%,0,0,1566000000.0,184.73%,0,0,1448000000.0,143.91%,0,0,1154000000.0,20.71%,0,0
VTR,56.6,芬塔公司,16.040145000000003,1.8951759999999997,3.5192949999999996,169000000.0_10.68%_0_0,80098000.0_-59.78%_0_0,394000000.0_88.58%_0_0,615000000.0_309.62%_0_0,169000000.0,10.68%,0,0,80098000.0,-59.78%,0,0,394000000.0,88.58%,0,0,615000000.0,309.62%,0,0
PSF,27.15,Cohen & Steers Select Preferred,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEX,16.24,Emerald Expositions Events Inc.,11.372295,1.472694,1.422756,5900000.0_196.72%_78400000.0_5.80%,38100000.0_34.63%_142000000.0_4.79%,40060000.0_266.69%_31503000.0_3.61%,19207000.0_4.23%_100000000.0_-0.12%,5900000.0,196.72%,78400000.0,5.80%,38100000.0,34.63%,142000000.0,4.79%,40060000.0,266.69%,31503000.0,3.61%,19207000.0,4.23%,100000000.0,-0.12%
HTZ,18.49,赫兹,3.4172620000000005,1.4522700000000002,5.346385,-63000000.0_60.13%_2217000000.0_7.52%,-202000000.0_9.42%_1894000000.0000002_7.37%,616000000.0_240.00%_1923000000.0_3.50%,93000000.0_121.43%_2413000000.0_0.96%,-63000000.0,60.13%,2217000000.0,7.52%,-202000000.0,9.42%,1894000000.0000002,7.37%,616000000.0,240.00%,1923000000.0,3.50%,93000000.0,121.43%,2413000000.0,0.96%
FCPT,25.92,"Four Corners Property Trust, Inc.",19.430374,3.0298,1.32473,27627000.0_49.81%_0_0,16364000.0_4.68%_0_0,18474000.0_-43.20%_0_0,19334000.0_26.86%_0_0,27627000.0,49.81%,0,0,16364000.0,4.68%,0,0,18474000.0,-43.20%,0,0,19334000.0,26.86%,0,0
EDZ,50.58,新兴市场ETF-Direxion三倍做空,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG,10.58,Goldcorp Inc,53.349999,0.6543100000000001,0.2,0_0_0_0,0_0_0_0,0_0_0_0,111000000.00000001_88.14%_866000000.0_-5.36%,0,0,0,0,0,0,0,0,0,0,0,0,111000000.00000001,88.14%,866000000.0,-5.36%
TPX,54.24,Tempur-Pedic International Inc,20.963081,18.525041,2.564747,21200000.0_-2.30%_670000000.0_1.58%,22800000.0_-28.75%_648000000.0_-10.26%,45800000.0_-7.29%_648000000.0_-15.94%,41200000.0_-46.21%_725000000.0_-12.93%,21200000.0,-2.30%,670000000.0,1.58%,22800000.0,-28.75%,648000000.0,-10.26%,45800000.0,-7.29%,648000000.0,-15.94%,41200000.0,-46.21%,725000000.0,-12.93%
MPLX,35.55,MPLX LP,19.902658,4.098572,1.764086,455999999.99999994_138.74%_1503000000.0_69.07%,423000000.00000006_126.20%_1332000000.0_55.61%,241000000.0_32.42%_1013000000.0000001_22.05%,217000000.0_11.86%_933000000.0_15.61%,455999999.99999994,138.74%,1503000000.0,69.07%,423000000.00000006,126.20%,1332000000.0,55.61%,241000000.0,32.42%,1013000000.0000001,22.05%,217000000.0,11.86%,933000000.0,15.61%
PBI,7.51,必能宝,5.578663,7.155367,1.333653,48214000.0_-1.40%_785000000.0_21.34%,53513000.0_-17.84%_801000000.0_21.81%,89948000.0_213.74%_968000000.0_21.42%,57358000.0_-18.18%_762000000.0_1.40%,48214000.0,-1.40%,785000000.0,21.34%,53513000.0,-17.84%,801000000.0,21.81%,89948000.0,213.74%,968000000.0,21.42%,57358000.0,-18.18%,762000000.0,1.40%
ENJ,24.16,Entergy New Orleans Inc Pfd,4.465924,0.47298199999999996,5.400965,18269000.0_22.76%_0_0,10882000.0_-0.87%_0_0,164000.0_-92.33%_0_0,18529000.0_-21.82%_0_0,18269000.0,22.76%,0,0,10882000.0,-0.87%,0,0,164000.0,-92.33%,0,0,18529000.0,-21.82%,0,0
UBA,21.02,Urstadt Biddle Properties Inc.,38.644382,2.005358,0.5385,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMRE,9.36,Global Medical REIT Inc.,252.83867,1.237585,0.036900999999999996,1384000.0_322.15%_0_0,1901000.0_244.23%_0_0,1248200.0_164.69%_0_0,605500.0_130.54%_0_0,1384000.0,322.15%,0,0,1901000.0,244.23%,0,0,1248200.0,164.69%,0,0,605500.0,130.54%,0,0
MS,49.97,摩根士丹利,12.259641,1.221049,4.029482,2467000000.0_37.74%_0_0,2704000000.0_37.19%_0_0,663000000.0_-60.54%_0_0,1791000000.0_9.21%_0_0,2467000000.0,37.74%,0,0,2704000000.0,37.19%,0,0,663000000.0,-60.54%,0,0,1791000000.0,9.21%,0,0
RBA,37.24,里奇兄弟拍卖,36.197297999999996,5.092480999999999,1.0224520000000001,45727000.0_158.16%_309000000.0_22.14%,17207000.0_64.93%_260000000.0_30.46%,36837000.0_31.90%_179000000.0_21.81%,10323000.0_306.46%_141000000.0_9.44%,45727000.0,158.16%,309000000.0,22.14%,17207000.0,64.93%,260000000.0,30.46%,36837000.0,31.90%,179000000.0,21.81%,10323000.0,306.46%,141000000.0,9.44%
THO,92.58,Thor Industries Inc,10.388639999999999,2.572027,8.765344,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMAR,32.05,Smartsheet,0.0,18.381413000000002,-1.7812990000000002,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFT,2.6,Weatherford International Ltd,0.0,-1.8672389999999999,-2.726518,-259000000.0_-56.97%_1448000000.0_6.24%,-242000000.0_45.37%_1423000000.0_2.67%,-1934000000.0_-255.51%_1490000000.0_5.97%,-250999999.99999997_85.87%_1460000000.0_7.67%,-259000000.0,-56.97%,1448000000.0,6.24%,-242000000.0,45.37%,1423000000.0,2.67%,-1934000000.0,-255.51%,1490000000.0,5.97%,-250999999.99999997,85.87%,1460000000.0,7.67%
STAR,11.27,iStar Financial Inc.,22.190113,0.742585,0.5038279999999999,60506000.0_-69.13%_0_0,35028000.0_327.87%_0_0,3290000.0_138.89%_0_0,-3716000.0_-106.39%_0_0,60506000.0,-69.13%,0,0,35028000.0,327.87%,0,0,3290000.0,138.89%,0,0,-3716000.0,-106.39%,0,0
OR,7.53,Osisko Gold Royalties Ltd,25.249999,0.540745,0.3,0_0_0_0,0_0_0_0,0_0_0_0,6629000.0_-62.50%_68179000.0_288.04%,0,0,0,0,0,0,0,0,0,0,0,0,6629000.0,-62.50%,68179000.0,288.04%
SMTA,11.2,Spirit MTA REIT,334.45221000000004,2.350622,0.033069,979000.0_-89.52%_0_0,-7579000.0_-154.16%_0_0,0_0_0_0,0_0_0_0,979000.0,-89.52%,0,0,-7579000.0,-154.16%,0,0,0,0,0,0,0,0,0,0
CC,41.62,Chemours Company,7.399649,7.1397520000000005,5.559723,282000000.0_75.16%_1816000000.0_14.36%,297000000.0_96.69%_1730000000.0_20.39%,227999999.99999997_199.13%_1575000000.0_19.14%,206999999.99999997_1.47%_1584000000.0_13.30%,282000000.0,75.16%,1816000000.0,14.36%,297000000.0,96.69%,1730000000.0,20.39%,227999999.99999997,199.13%,1575000000.0,19.14%,206999999.99999997,1.47%,1584000000.0,13.30%
FINU,107.3,ProShares UltraPro Financial Select Sector,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXE,73.5,艾利斯特国际,23.285431,1.607836,3.110314,34800000.0_-13.22%_2138000000.0_6.82%,32100000.0_3.88%_1964000000.0_3.61%,400000.0_-98.91%_2014000000.0_6.29%,37600000.0_-6.93%_2016000000.0_3.07%,34800000.0,-13.22%,2138000000.0,6.82%,32100000.0,3.88%,1964000000.0,3.61%,400000.0,-98.91%,2014000000.0,6.29%,37600000.0,-6.93%,2016000000.0,3.07%
SBR,40.25,Sabine Royalty Trust UBI,14.746263,108.50475300000001,2.709161,12543900.000000002_58.79%_13139300.0_53.32%,9932100.0_1.27%_10750200.0_2.56%,8501000.0_22.73%_9013500.0_20.08%,8520800.0_-0.07%_9098000.0_0.61%,12543900.000000002,58.79%,13139300.0,53.32%,9932100.0,1.27%,10750200.0,2.56%,8501000.0,22.73%,9013500.0,20.08%,8520800.0,-0.07%,9098000.0,0.61%
NTP,9.9,Nam Tai Property Inc,0.0,1.54854,-0.085619,-5845000.0_-380.34%_0_0,2568000.0_41.57%_0_0,-2477000.0_52.68%_0_0,2522000.0_291.79%_0_0,-5845000.0,-380.34%,0,0,2568000.0,41.57%,0,0,-2477000.0,52.68%,0,0,2522000.0,291.79%,0,0
SBGL,2.53,Sibanye Gold Limited,12.697747999999999,0.661662,0.195704,39150000.0_101.63%_11955000000.0_24.41%,39150000.0_101.63%_11955000000.0_24.41%,185000000.0_-87.49%_13346000000.0_61.42%,185000000.0_-87.49%_13346000000.0_61.42%,39150000.0,101.63%,11955000000.0,24.41%,39150000.0,101.63%,11955000000.0,24.41%,185000000.0,-87.49%,13346000000.0,61.42%,185000000.0,-87.49%,13346000000.0,61.42%
CCJ,10.02,Cameco Corp,0.0,1.0211270000000001,-0.11,0_0_0_0,0_0_0_0,0_0_0_0,-124000000.0_-186.73%_486000000.00000006_-27.49%,0,0,0,0,0,0,0,0,0,0,0,0,-124000000.0,-186.73%,486000000.00000006,-27.49%
FELP,3.9938,Foresight Energy LP,0.0,0.930459,-0.934041,-29222000.0_-79.53%_270000000.0_32.02%,-21569000.0_80.60%_238000000.0_4.64%,-74191000.0_12.73%_282000000.0_12.54%,-13581000.0_44.18%_229999999.99999997_0.52%,-29222000.0,-79.53%,270000000.0,32.02%,-21569000.0,80.60%,238000000.0,4.64%,-74191000.0,12.73%,282000000.0,12.54%,-13581000.0,44.18%,229999999.99999997,0.52%
TI.A,5.85,意大利电信,8.874224,0.14161700000000002,0.66372,377000000.0_-12.12%_4732000000.0_-4.46%,252000000.0_12.00%_4709000000.0_-2.28%,157000000.0_-55.90%_5149000000.0_1.24%,476000000.0_-5.74%_4907000000.0_1.32%,377000000.0,-12.12%,4732000000.0,-4.46%,252000000.0,12.00%,4709000000.0,-2.28%,157000000.0,-55.90%,5149000000.0,1.24%,476000000.0,-5.74%,4907000000.0,1.32%
PQG,17.8,PQ Group Holdings Inc.,26.038395,1.4569940000000001,0.676693,"16159000.0_1,067.60%_434999999.99999994_11.67%",556000.0_124.02%_366000000.0_9.99%,65564000.0_522.82%_358000000.0_10.95%,-3016000.0_68.60%_392000000.0_5.91%,16159000.0,"1,067.60%",434999999.99999994,11.67%,556000.0,124.02%,366000000.0,9.99%,65564000.0,522.82%,358000000.0,10.95%,-3016000.0,68.60%,392000000.0,5.91%
ORN,7.91,Orion Marine Group,20.255588,0.942084,0.38656,2249000.0_198.08%_160000000.0_16.26%,4101000.0_326.83%_137000000.0_-1.38%,9538000.0_250.37%_162000000.0_12.42%,-5037000.0_-206.29%_140000000.0_-14.54%,2249000.0,198.08%,160000000.0,16.26%,4101000.0,326.83%,137000000.0,-1.38%,9538000.0,250.37%,162000000.0,12.42%,-5037000.0,-206.29%,140000000.0,-14.54%
ARGT,27.79,Global X FTSE Argentina 20 ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGG,20.69,百力通,0.0,1.5107,-0.27624299999999996,0_0_0_0,0_0_0_0,-16344000.0_-207.17%_446000000.0_4.25%,0_0_0_0,0,0,0,0,0,0,0,0,-16344000.0,-207.17%,446000000.0,4.25%,0,0,0,0
MTW,26.39,马尼托沃克,20.523612,1.392643,1.271706,"9700000.0_1,840.00%_495000000.0_25.52%",-10000000.0_72.22%_386000000.0_26.26%,35300000.0_205.69%_482000000.0_27.31%,9600000.0_106.82%_399000000.0_14.18%,9700000.0,"1,840.00%",495000000.0,25.52%,-10000000.0,72.22%,386000000.0,26.26%,35300000.0,205.69%,482000000.0,27.31%,9600000.0,106.82%,399000000.0,14.18%
AMTD,56.39,亚美利交易,25.331965,3.970907,2.1915,451000000.0_95.24%_0_0,271000000.0_26.64%_0_0,297000000.0_37.50%_0_0,211000000.0_14.05%_0_0,451000000.0,95.24%,0,0,271000000.0,26.64%,0,0,297000000.0,37.50%,0,0,211000000.0,14.05%,0,0
TRTN,37.96,Triton International Limited,6.490849,1.378786,5.786608,107000000.0_122.34%_325000000.0_17.67%,82865000.0_128.26%_310000000.0_19.51%,210000000.0_718.20%_309000000.0_21.99%,59546000.0_221.20%_297000000.0_22.14%,107000000.0,122.34%,325000000.0,17.67%,82865000.0,128.26%,310000000.0,19.51%,210000000.0,718.20%,309000000.0,21.99%,59546000.0,221.20%,297000000.0,22.14%
THR,26.41,Thermon Group Holdings,58.133281999999994,2.5567439999999997,0.446216,3378000.0_373.11%_88902000.0_71.84%,6594000.0_96.89%_103000000.0_51.79%,833000.0_-84.33%_92660000.0_44.02%,5078000.0_38.21%_61631000.0_-10.44%,3378000.0,373.11%,88902000.0,71.84%,6594000.0,96.89%,103000000.0,51.79%,833000.0,-84.33%,92660000.0,44.02%,5078000.0,38.21%,61631000.0,-10.44%
ECR,1.31,Eclipse Resources,0.0,0.6046020000000001,-0.186098,-19036000.0_-265.62%_104000000.0_20.22%,-2626000.0_-109.78%_110000000.00000001_8.18%,-13122000.0_78.87%_104000000.0_24.05%,-16694000.0_35.67%_91549000.0_68.04%,-19036000.0,-265.62%,104000000.0,20.22%,-2626000.0,-109.78%,110000000.00000001,8.18%,-13122000.0,78.87%,104000000.0,24.05%,-16694000.0,35.67%,91549000.0,68.04%
EQM,56.28,EQT Midstream Partners,10.585139999999999,2.734296,5.250757,162000000.0_16.48%_270000000.0_37.06%,180000000.0_25.50%_287000000.0_43.23%,147000000.0_8.06%_225000000.0_15.13%,143000000.0_12.94%_206999999.99999997_17.21%,162000000.0,16.48%,270000000.0,37.06%,180000000.0,25.50%,287000000.0,43.23%,147000000.0,8.06%,225000000.0,15.13%,143000000.0,12.94%,206999999.99999997,17.21%
URTY,110.01,ProShares UltraPro Russell2000,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPB,82.5,Spectrum Brands Holdings,3.21628,4.120856,25.246561,399000000.0_408.02%_946000000.0000001_-27.49%,0_0_0_0,161000000.0_146.93%_646000000.0_7.34%,94600000.0_6.29%_1322000000.0_5.77%,399000000.0,408.02%,946000000.0000001,-27.49%,0,0,0,0,161000000.0,146.93%,646000000.0,7.34%,94600000.0,6.29%,1322000000.0,5.77%
CRL,128.85,查尔斯河,47.317885,5.184557,2.696232,54379000.0_-0.41%_585000000.0_24.76%,53245000.0_13.39%_494000000.00000006_10.81%,-29067000.0_-164.27%_478000000.0_2.50%,52955000.0_39.23%_463999999.99999994_9.05%,54379000.0,-0.41%,585000000.0,24.76%,53245000.0,13.39%,494000000.00000006,10.81%,-29067000.0,-164.27%,478000000.0,2.50%,52955000.0,39.23%,463999999.99999994,9.05%
IPHI,37.42,Inphi,0.0,4.242279,-2.336682,-28464000.0_-90.18%_69814000.0_-17.30%,-22991000.0_-103.95%_60136000.0_-35.74%,102000.0_-99.47%_85683000.0_5.90%,-48766000.0_-161.29%_84511000.0_19.45%,-28464000.0,-90.18%,69814000.0,-17.30%,-22991000.0,-103.95%,60136000.0,-35.74%,102000.0,-99.47%,85683000.0,5.90%,-48766000.0,-161.29%,84511000.0,19.45%
AG,5.57,First Majestic Silver Corporation,113.399998,1.471831,0.05,0_0_0_0,0_0_0_0,0_0_0_0,-1320000.0_-116.27%_61901000.0_-21.97%,0,0,0,0,0,0,0,0,0,0,0,0,-1320000.0,-116.27%,61901000.0,-21.97%
CAL,35.32,布朗鞋业,15.698984,2.045921,2.219889,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SB,2.74,Safe Bulkers,0.0,0.612422,-0.804724,4114000.0_357.77%_47019000.0_34.30%,5954000.0_282.97%_43501000.0_30.53%,"-86560000.0_-1,766.72%_42378000.0_33.64%",6731000.0_127.45%_37317000.0_37.59%,4114000.0,357.77%,47019000.0,34.30%,5954000.0,282.97%,43501000.0,30.53%,-86560000.0,"-1,766.72%",42378000.0,33.64%,6731000.0,127.45%,37317000.0,37.59%
GCAP,6.68,嘉盛集团,3.845936,0.8338629999999999,1.713471,67474000.0_378.81%_0_0,16261000.0_186.56%_0_0,-3526000.0_-116.72%_0_0,-2355000.0_40.62%_0_0,67474000.0,378.81%,0,0,16261000.0,186.56%,0,0,-3526000.0,-116.72%,0,0,-2355000.0,40.62%,0,0
NIO,9.06,蔚来汽车,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATEN,6.15,A10 Networks Inc,0.0,4.48537,-0.20507899999999998,-4532000.0_45.19%_60713000.0_13.08%,-12101000.0_-210.28%_54948000.0_-8.85%,4074000.0_225.86%_60035000.0_-2.06%,-2656000.0_43.30%_61419000.0_11.53%,-4532000.0,45.19%,60713000.0,13.08%,-12101000.0,-210.28%,54948000.0,-8.85%,4074000.0,225.86%,60035000.0,-2.06%,-2656000.0,43.30%,61419000.0,11.53%
